,rank,title,year,genre,rating_score,rating_count,box gross,review_word_1,review_word_2,review_word_3,review_word_4,review_word_5
769,770,The Machinist,2004,"Drama, Thriller",7.7,353321,1082715.0,much,hitchcock,things,character,storyline
770,771,Ray,2004,"Biography, Drama, Music",7.7,136762,75331600.0,foxx,charles,jamie,like,life
771,772,Lost in Translation,2003,"Comedy, Drama",7.7,407113,44585453.0,life,identify,lost,time,hurt
772,773,Harry Potter and the Goblet of Fire,2005,"Adventure, Family, Fantasy",7.7,535750,290417905.0,time,would,done,much,book
773,774,Man on Fire,2004,"Action, Crime, Drama",7.7,325460,77911774.0,scott,make,good,think,quite
774,775,Coraline,2009,"Animation, Drama, Family",7.7,193238,75286229.0,coraline,world,voice,actor,mother
775,776,The Last Samurai,2003,"Action, Drama, War",7.7,394777,111127263.0,japan,emperor,allgren,honor,cruise
776,777,The Magdalene Sisters,2002,Drama,7.7,25706,4890878.0,girls,asylum,magdalene,three,money
777,778,21 Grams,2003,"Crime, Drama, Thriller",7.7,222271,16290476.0,characters,time,watts,people,grams
778,779,Finding Neverland,2004,"Biography, Drama, Family",7.7,196897,51680613.0,moment,johnny,depp,mind,world
779,780,Good Bye Lenin!,2003,"Comedy, Drama, Romance",7.7,136386,4064200.0,east,lies,would,months,change
780,781,In America,2002,Drama,7.7,40180,15539656.0,sure,along,going,completely,helpful
781,782,I Am Sam,2001,Drama,7.7,141672,40311852.0,excellent,truly,always,performance,actress
782,783,Adaptation.,2002,"Comedy, Drama",7.7,175877,22498520.0,kaufman,make,script,hollywoodize,succeed
783,784,Black Hawk Down,2001,"Drama, History, War",7.7,359985,108638745.0,helpful,action,packed,great,detailing
784,785,Road to Perdition,2002,"Crime, Drama, Thriller",7.7,243543,104454762.0,hanks,hall,acting,newman,good
785,786,The Experiment,2001,"Drama, Thriller",7.7,90234,144634.0,prisoners,real,experiment,reality,humiliation
786,787,Billy Elliot,2000,"Drama, Music",7.7,124822,21995263.0,billie,father,community,without,dancing
787,788,Hedwig and the Angry Inch,2001,"Comedy, Drama, Music",7.7,31645,3067312.0,hedwig,character,flashback,angry,inch
788,789,Ocean's Eleven,2001,"Crime, Thriller",7.7,507531,183417150.0,well,shots,great,nothing,away
789,790,Vampire Hunter D: Bloodlust,2000,"Action, Animation, Fantasy",7.7,28831,151086.0,piece,vampire,hunter,imdb,comes
790,791,"O Brother, Where Art Thou?",2000,"Adventure, Comedy, Crime",7.7,281295,45512588.0,found,time,entire,whether,helpful
791,792,Interstate 60: Episodes of the Road,2002,"Adventure, Comedy, Drama",7.7,29576,,interstate,rental,several,rent,could
792,793,"South Park: Bigger, Longer & Uncut",1999,"Animation, Comedy, Fantasy",7.7,190621,52037603.0,south,park,world,musicals,great
793,794,Office Space,1999,Comedy,7.7,238816,10827810.0,office,characters,life,must,peter
794,795,Happiness,1998,"Comedy, Drama",7.7,65741,2982011.0,empathy,people,feel,precisely,human
795,796,Training Day,2001,"Crime, Drama, Thriller",7.7,383992,76631907.0,guys,know,denzel,ethan,need
796,797,Rushmore,1998,"Comedy, Drama, Romance",7.7,166941,17105219.0,anderson,rushmore,makes,scene,brilliant
797,798,Open Your Eyes,1997,"Drama, Mystery",7.7,63288,370720.0,dream,cesar,reality,wants,sophia
798,799,Being John Malkovich,1999,"Comedy, Drama, Fantasy",7.7,307984,22863596.0,original,simply,like,helpful,charlie
799,800,As Good as It Gets,1997,"Comedy, Drama, Romance",7.7,271381,148478011.0,characters,fresh,nothing,much,good
800,801,The Fifth Element,1997,"Action, Adventure",7.7,428298,63820180.0,like,star,wars,action,comic
801,802,Le Dîner de Cons,1998,Comedy,7.7,36845,4071548.0,hilarious,slightly,brochant,pignon,helpful
802,803,Donnie Brasco,1997,"Biography, Crime, Drama",7.7,274364,41909762.0,pistone,depp,donnie,brasco,pacino
803,804,Shine,1996,"Biography, Drama, Music",7.7,50786,35892330.0,david,helfgott,peter,wife,rush
804,805,Primal Fear,1996,"Crime, Drama, Mystery",7.7,184599,56116183.0,gere,primal,fear,richard,edward
805,806,Hamlet,1996,Drama,7.7,35687,4708156.0,hamlet,branagh,production,play,well
806,807,A Little Princess,1995,"Drama, Family, Fantasy",7.7,31722,10015449.0,first,helpful,seeing,expecting,much
807,808,Fallen Angels,1995,"Comedy, Crime, Drama",7.7,25160,163145.0,people,nevertheless,dreams,happens,busy
808,809,Il Postino,1994,"Biography, Comedy, Drama",7.7,33084,21848932.0,mario,pablo,neruda,island,poetry
809,810,Clerks,1994,Comedy,7.7,209977,3151130.0,smith,kevin,clerks,first,best
810,811,Short Cuts,1993,"Comedy, Drama",7.7,41813,6110979.0,short,cuts,like,butter,double
811,812,Philadelphia,1993,Drama,7.7,220948,77446440.0,aids,hanks,lawyer,also,silence
812,813,The Muppet Christmas Carol,1992,"Comedy, Drama, Family",7.7,46581,27281507.0,christmas,story,holiday,scrooge,carol
813,814,Malcolm X,1992,"Biography, Drama, History",7.7,84145,48169910.0,performance,washington,stars,character,easily
814,815,The Last of the Mohicans,1992,"Action, Adventure, Drama",7.7,146678,75505856.0,cora,alice,hawkeye,matter,scene
815,816,Porco Rosso,1992,"Adventure, Animation, Comedy",7.7,75342,443059.0,porco,gina,character,good,would
816,817,Glengarry Glen Ross,1992,"Crime, Drama, Mystery",7.7,94465,10725228.0,baldwin,glengarry,glen,ross,much
817,818,A Few Good Men,1992,"Drama, Thriller",7.7,231431,141340178.0,nicholson,galloway,code,kaffee,jessup
818,819,Fried Green Tomatoes,1991,Drama,7.7,65926,82418501.0,immensely,acting,mary,women,helpful
819,820,Barton Fink,1991,"Comedy, Drama, Thriller",7.7,111599,6153939.0,barton,common,anything,writer,sees
820,821,Miller's Crossing,1990,"Crime, Drama, Thriller",7.7,124406,5080409.0,history,miller,crossing,best,films
821,822,Who Framed Roger Rabbit,1988,"Adventure, Animation, Comedy",7.7,179625,156452370.0,think,characters,absolutely,helpful,stop
822,823,The Vanishing,1988,"Mystery, Thriller",7.7,33305,,rule,watch,first,helpful,stop
823,824,Withnail & I,1987,"Comedy, Drama",7.7,39689,1544889.0,withnail,life,richard,following,marwood
824,825,The Last Emperor,1987,"Biography, Drama, History",7.7,92657,43984230.0,emperor,life,last,largest,people
825,826,Empire of the Sun,1987,"Action, Drama, History",7.7,113934,22238696.0,cried,pilots,emperor,first,time
826,827,The Name of the Rose,1986,"Crime, Drama, Mystery",7.7,99893,7153487.0,novel,william,eighties,much,literary
827,828,Blue Velvet,1986,"Drama, Mystery, Thriller",7.7,177971,8551228.0,blue,velvet,jeffrey,dorothy,lynch
828,829,The Purple Rose of Cairo,1985,"Comedy, Fantasy, Romance",7.7,46465,10631333.0,woody,well,allen,real,world
829,830,After Hours,1985,"Comedy, Crime, Drama",7.7,57624,10609321.0,scorsese,dunne,hours,goodfellas,character
830,831,Zelig,1983,Comedy,7.7,39419,11798616.0,allen,zelig,story,leonard,eudora
831,832,The Verdict,1982,Drama,7.7,35425,53977250.0,newman,paul,verdict,takes,life
832,833,Star Trek II: The Wrath of Khan,1982,"Action, Adventure",7.7,111375,78912963.0,series,khan,kirk,always,special
833,834,First Blood,1982,"Action, Adventure",7.7,222979,47212904.0,rambo,action,series,ridiculous,favorite
834,835,Ordinary People,1980,Drama,7.7,46145,54766923.0,years,also,depressed,hutton,perfectly
835,836,Airplane!,1980,Comedy,7.7,210684,83453539.0,airplane,spoof,ever,nielsen,films
836,837,Lupin the 3rd: Castle of Cagliostro,1979,"Adventure, Animation, Family",7.7,26249,142425.0,would,believe,good,helpful,hilarious
837,838,The Tenant,1976,"Drama, Thriller",7.7,38993,1924733.0,building,polanski,sense,hoffmann,gogol
838,839,Love and Death,1975,"Comedy, War",7.7,35499,20123742.0,woody,films,truly,hall,thing
839,840,The Taking of Pelham One Two Three,1974,"Action, Crime, Thriller",7.7,26038,,action,picture,along,pictures,motion
840,841,Blazing Saddles,1974,"Comedy, Western",7.7,124334,119601481.0,racist,sheriff,outta,later,helpful
841,842,Serpico,1973,"Biography, Crime, Drama",7.7,107678,29800000.0,pacino,serpico,scenes,good,great
842,843,Enter the Dragon,1973,"Action, Crime, Drama",7.7,95037,,martial,arts,fight,bruce,become
843,844,Deliverance,1972,"Adventure, Drama, Thriller",7.7,97467,,films,unpleasantness,deliverance,plausibility,leads
844,845,The French Connection,1971,"Action, Crime, Drama",7.7,108233,51700000.0,action,hackman,drama,look,instead
845,846,Dirty Harry,1971,"Action, Crime, Thriller",7.7,141434,35976000.0,best,harry,action,dirty,clint
846,847,Where Eagles Dare,1968,"Action, Adventure, War",7.7,51080,7100000.0,great,year,time,always,like
847,848,The Odd Couple,1968,Comedy,7.7,31114,44527234.0,oscar,felix,made,couple,like
848,849,The Dirty Dozen,1967,"Action, Adventure, War",7.7,66244,,guys,ultimate,mission,screen,dirty
849,850,Belle de Jour,1967,Drama,7.7,39484,4063348.0,husband,severine,young,fantasies,brothel
850,851,A Man for All Seasons,1966,"Biography, Drama, History",7.7,30750,,time,scofield,wolsey,think,regarded
851,852,Repulsion,1965,"Drama, Horror, Thriller",7.7,48139,,great,show,mind,helpful,amazing
852,853,Zulu,1964,"Drama, History, War",7.7,35382,,british,zulu,moment,good,away
853,854,Goldfinger,1964,"Action, Adventure, Thriller",7.7,169759,51081062.0,bond,james,goldfinger,sean,connery
854,855,The Birds,1963,"Drama, Horror, Mystery",7.7,168778,,http,hitchcock,favorite,wwwimdbcomlistls,first
855,856,Cape Fear,1962,"Drama, Thriller",7.7,25944,,cady,mitchum,like,know,even
856,857,Peeping Tom,1960,"Drama, Horror, Thriller",7.7,30603,,peeping,time,powell,mark,fear
857,858,The Magnificent Seven,1960,"Action, Adventure, Western",7.7,86481,,seven,samurai,good,westerns,kurosawa
858,859,Les yeux sans visage,1960,"Drama, Horror",7.7,26779,58565.0,doctor,face,eyes,horror,masterpiece
859,860,Invasion of the Body Snatchers,1956,"Drama, Horror",7.7,44250,,miles,becky,house,santa,mira
860,861,Rebel Without a Cause,1955,Drama,7.7,82148,199963.0,teens,father,teen,parents,three
861,862,The Ladykillers,1955,"Comedy, Crime",7.7,25827,,ealing,alec,guinness,without,deal
862,863,Sabrina,1954,"Comedy, Drama, Romance",7.7,58209,,hepburn,picture,story,interesting,moments
863,864,The Quiet Man,1952,"Comedy, Drama, Romance",7.7,34054,10550000.0,john,irish,ohara,wayne,maureen
864,865,The Day the Earth Stood Still,1951,Drama,7.7,75658,,would,wise,earth,klaatu,even
865,866,The African Queen,1951,"Adventure, Drama, Romance",7.7,70585,,african,hepburn,bogart,queen,face
866,867,Gilda,1946,"Drama, Romance",7.7,27466,,male,beautiful,hayworth,helpful,produced
867,868,Fantasia,1940,"Animation, Family, Fantasy",7.7,87338,76408097.0,ballet,disney,spirit,fantasia,segments
868,869,The Invisible Man,1933,Horror,7.7,29833,,special,effects,helpful,definitely,best
869,870,The Farewell,2019,"Comedy, Drama",7.6,46670,17695781.0,grandmother,chinese,family,cancer,relationships
870,871,Searching,2018,"Drama, Mystery, Thriller",7.6,135650,26020957.0,story,made,heart,even,presented
871,872,Once Upon a Time... In Hollywood,2019,"Comedy, Drama",7.6,522958,142502728.0,felt,like,tarantino,went,feel
872,873,Loveless,2017,Drama,7.6,28894,566356.0,zhenya,alyosha,boris,disappears,society
873,874,The Florida Project,2017,Drama,7.6,91602,5904366.0,disney,live,area,hotels,baker
874,875,Gifted,2017,Drama,7.6,97011,24801212.0,acting,child,frank,watch,helpful
875,876,The Peanut Butter Falcon,2019,"Comedy, Drama",7.6,57771,20457151.0,syndrome,people,watch,first,truly
876,877,Victoria,2015,"Crime, Drama, Romance",7.6,51490,,victoria,german,years,best,part
877,878,Mustang,2015,Drama,7.6,34972,845464.0,turkey,viewer,country,rate,five
878,879,Guardians of the Galaxy Vol. 2,2017,"Action, Adventure, Comedy",7.6,556129,389813101.0,first,charm,marvel,great,guardians
879,880,Baby Driver,2017,"Action, Crime, Music",7.6,427615,107825862.0,helpful,great,action,fabulous,acting
880,881,Only the Brave,2017,"Action, Biography, Drama",7.6,56002,18343983.0,events,feel,half,lives,slow
881,882,Bridge of Spies,2015,"Drama, History, Thriller",7.6,283051,72313754.0,spies,bridge,getting,like,drama
882,883,Incredibles 2,2018,"Action, Adventure, Animation",7.6,242447,608581744.0,jack,liked,seemed,helpful,good
883,884,Moana,2016,"Adventure, Animation, Comedy",7.6,264489,248757044.0,helpful,love,everything,colors,setting
884,885,Sicario,2015,"Action, Crime, Drama",7.6,364154,46889293.0,sicario,first,minutes,villeneuve,fight
885,886,Creed,2015,"Drama, Sport",7.6,243426,109767581.0,rocky,creed,start,finish,brilliant
886,887,Leviathan,2014,"Crime, Drama",7.6,48462,1092800.0,leviathan,power,family,piece,land
887,888,Hell or High Water,2016,"Action, Crime, Drama",7.6,200133,27007844.0,first,watched,would,story,hellbent
888,889,Philomena,2013,"Biography, Comedy, Drama",7.6,93212,37709979.0,coogan,steve,several,critics,observed
889,890,Dawn of the Planet of the Apes,2014,"Action, Adventure, Drama",7.6,408214,208545589.0,dawn,every,scenes,planet,apes
890,891,The Body,2012,"Mystery, Thriller",7.6,55445,,helpful,spanish,mysterythrillernoir,oriol,paulo
891,892,The Raid: Redemption,2011,"Action, Thriller",7.6,188253,4105187.0,action,films,raid,seeing,hand
892,893,End of Watch,2012,"Action, Crime, Drama",7.6,225572,41003371.0,police,hard,ayer,streets,angeles
893,894,The Secret World of Arrietty,2010,"Adventure, Animation, Family",7.6,78688,19587032.0,limited,anime,quite,beautiful,perfect
894,895,True Grit,2010,"Drama, Western",7.6,307136,171243005.0,chaney,pepper,bridges,character,rooster
895,896,In a Better World,2010,"Drama, Romance",7.6,38157,1008098.0,bier,hope,helpful,toronto,remained
896,897,Despicable Me,2010,"Animation, Comedy, Family",7.6,493955,251513985.0,love,helpful,adorable,charming,writing
897,898,50/50,2011,"Comedy, Drama, Romance",7.6,313076,35014192.0,cancer,gets,well,life,meaning
898,899,Kick-Ass,2010,"Action, Comedy, Crime",7.6,519834,48071303.0,violent,question,helpful,great,adaptation
899,900,Celda 211,2009,"Action, Adventure, Crime",7.6,63189,,prison,juan,show,later,riot
900,901,Moneyball,2011,"Biography, Drama, Sport",7.6,359809,75605492.0,billy,beane,team,pitt,people
901,902,The Skin I Live In,2011,"Drama, Horror, Thriller",7.6,136265,3185812.0,skin,like,films,live,talk
902,903,Zombieland,2009,"Adventure, Comedy, Fantasy",7.6,513744,75590286.0,good,action,laughs,going,coming
903,904,The Wave,2008,"Drama, Thriller",7.6,101369,,teacher,children,students,experiment,social
904,905,Sherlock Holmes,2009,"Action, Adventure, Mystery",7.6,576908,209028679.0,holmes,watson,friend,little,times
905,906,The Blind Side,2009,"Biography, Drama, Sport",7.6,288068,255959475.0,helpful,sandra,bullock,rapid,compelling
906,907,The Visitor,2007,Drama,7.6,41299,9427089.0,story,mccarthy,whose,prior,notably
907,908,Seven Pounds,2008,Drama,7.6,283540,69951824.0,pray,thankful,life,given,better
908,909,Eastern Promises,2007,"Action, Crime, Drama",7.6,225032,17266000.0,mortensen,plays,viggo,eyes,cronemberg
909,910,Stardust,2007,"Adventure, Family, Fantasy",7.6,251751,38634938.0,nothing,coming,seems,helpful,went
910,911,The Secret of Kells,2009,"Adventure, Animation, Family",7.6,30687,676775.0,brendan,kells,animated,aiden,book
911,912,Inside Man,2006,"Crime, Drama, Mystery",7.6,333463,88513495.0,heist,away,plot,would,without
912,913,Gone Baby Gone,2007,"Crime, Drama, Mystery",7.6,247043,20292962.0,know,people,tell,affleck,done
913,914,La Vie En Rose,2007,"Biography, Drama, Music",7.6,81782,10301706.0,piaf,life,excellent,found,astonishingly
914,915,Fearless,2006,"Action, Biography, Drama",7.6,72298,24633730.0,like,spectacular,helpful,always,since
915,916,The Illusionist,2006,"Drama, Fantasy, History",7.6,351861,39868642.0,norton,illusionist,director,burger,giamatti
916,917,Thank You for Smoking,2005,"Comedy, Drama",7.6,211597,24793509.0,nick,naylor,industry,satire,aaron
917,918,Dead Man's Shoes,2004,"Crime, Drama, Thriller",7.6,48798,6408.0,dead,shoes,experience,character,helpful
918,919,Harry Potter and the Half-Blood Prince,2009,"Action, Adventure, Family",7.6,462851,302305431.0,remember,books,book,important,bill
919,920,300,2006,"Action, Drama",7.6,725425,210614939.0,every,like,people,plot,much
920,921,Match Point,2005,"Drama, Romance, Thriller",7.6,203951,23151529.0,woody,point,match,allen,found
921,922,Watchmen,2009,"Action, Drama, Mystery",7.6,494793,107509799.0,helpful,times,change,super,hero
922,923,Lord of War,2005,"Action, Crime, Drama",7.6,291158,24149632.0,yuri,cage,lord,arms,niccol
923,924,Saw,2004,"Horror, Mystery",7.6,374394,56000369.0,like,right,films,easily,plot
924,925,"Synecdoche, New York",2008,Drama,7.6,81284,3083538.0,synecdoche,york,like,time,beliefs
925,926,Mysterious Skin,2004,Drama,7.6,65326,713240.0,story,think,graphic,disturbing,neil
926,927,Love Me If You Dare,2003,"Comedy, Drama, Romance",7.6,66720,553504.0,take,julien,sophie,play,played
927,928,A Very Long Engagement,2004,"Drama, Mystery, Romance",7.6,70408,6524389.0,jeunet,french,manech,tatou,world
928,929,The Station Agent,2003,"Comedy, Drama",7.6,66843,5739376.0,station,life,people,young,agent
929,930,Love Actually,2003,"Comedy, Drama, Romance",7.6,417544,59696144.0,love,actually,romantic,comedy,different
930,931,Sympathy for Mr. Vengeance,2002,"Crime, Drama, Thriller",7.6,61564,45289.0,like,vengeance,park,hollywood,going
931,932,25th Hour,2002,Drama,7.6,168459,13084595.0,monty,sorry,feel,survive,prison
932,933,The Butterfly Effect,2004,"Drama, Thriller",7.6,446431,57938693.0,butterfly,effect,changes,another,evan
933,934,28 Days Later...,2002,"Drama, Horror",7.6,371693,45064915.0,days,later,like,people,makes
934,935,Battle Royale,2000,"Action, Adventure, Drama",7.6,167273,,japanese,culture,japan,childish,westerners
935,936,The Royal Tenenbaums,2001,"Comedy, Drama",7.6,262732,52364010.0,anderson,characters,multiple,hackman,father
936,937,Y Tu Mamá También,2001,Drama,7.6,114325,13839658.0,characters,cuaron,take,three,moment
937,938,Harry Potter and the Sorcerer's Stone,2001,"Adventure, Family, Fantasy",7.6,636196,318087620.0,first,harry,potter,family,familiar
938,939,The Others,2001,"Horror, Mystery, Thriller",7.6,332729,96522687.0,story,helpful,best,seen,year
939,940,Blow,2001,"Biography, Crime, Drama",7.6,237848,52990775.0,george,jung,drug,blow,cocaine
940,941,Enemy at the Gates,2001,"Drama, History, War",7.6,240026,51401758.0,actors,officer,helpful,bursting,five
941,942,Traffic,2000,"Crime, Drama, Thriller",7.6,193951,124115725.0,drug,drugs,traffic,mexico,soderbergh
942,943,Minority Report,2002,"Action, Crime, Mystery",7.6,501776,132072926.0,amazing,worth,helpful,read,previous
943,944,The Hurricane,1999,"Biography, Drama, Sport",7.6,90520,50699241.0,rubin,denzel,boxing,love,hate
944,945,American Psycho,2000,"Comedy, Crime, Drama",7.6,478986,15070285.0,bale,things,weirdest,seen,video
945,946,Run Lola Run,1998,"Crime, Drama, Thriller",7.6,186748,7267585.0,lola,manni,mobster,money,minutes
946,947,The Thin Red Line,1998,"Drama, War",7.6,170307,36400491.0,ryan,saving,private,nature,thin
947,948,Mulan,1998,"Adventure, Animation, Family",7.6,251101,120620254.0,like,disney,mulan,female,life
948,949,Fear and Loathing in Las Vegas,1998,"Adventure, Comedy, Drama",7.6,256602,10680275.0,drugs,vegas,story,True,helpful
949,950,Funny Games,1997,"Crime, Drama, Thriller",7.6,63529,,http,wwwimdbcomlistls,films,favorite,watch
950,951,Dark City,1998,"Mystery, Thriller",7.6,186069,14378331.0,dark,city,people,like,john
951,952,Sleepers,1996,"Crime, Drama, Thriller",7.6,184615,53315285.0,great,parts,correction,center,jason
952,953,Lost Highway,1997,"Mystery, Thriller",7.6,128732,3675201.0,fred,fantasy,lynch,life,peter
953,954,Sense and Sensibility,1995,"Drama, Romance",7.6,100444,43182776.0,thompson,much,seen,austen,difficult
954,955,Die Hard with a Vengeance,1995,"Action, Adventure, Thriller",7.6,359092,100012499.0,hard,action,mcclane,vengeance,love
955,956,Dead Man,1995,"Adventure, Drama, Fantasy",7.6,89175,1037847.0,blake,nobody,train,good,machine
956,957,The Bridges of Madison County,1995,"Drama, Romance",7.6,71780,71516617.0,clint,look,meryl,italian,note
957,958,Apollo 13,1995,"Adventure, Drama, History",7.6,263718,173837933.0,even,space,great,performances,True
958,959,Three Colors: White,1994,"Comedy, Drama, Romance",7.6,62626,1237219.0,karol,white,dominique,freedom,even
959,960,Falling Down,1993,"Action, Crime, Drama",7.6,167873,40903593.0,look,people,things,underrated,story
960,961,Dazed and Confused,1993,Comedy,7.6,162756,7993039.0,great,high,school,knew,time
961,962,My Cousin Vinny,1992,"Comedy, Crime",7.6,104977,52929168.0,comic,well,performances,tomei,much
962,963,Only Yesterday,1991,"Animation, Drama, Romance",7.6,25974,453243.0,character,much,films,year,somewhat
963,964,Delicatessen,1991,"Comedy, Crime",7.6,79557,1794187.0,delicatessen,films,butcher,love,like
964,965,The Hunt for Red October,1990,"Action, Adventure, Thriller",7.6,176445,122012643.0,submarine,actually,blueback,time,helpful
965,966,Home Alone,1990,"Comedy, Family",7.6,454920,285761243.0,comedy,family,could,funny,home
966,967,The Godfather: Part III,1990,"Crime, Drama",7.6,352794,66666062.0,definitely,helpful,favorite,hard,first
967,968,When Harry Met Sally...,1989,"Comedy, Drama, Romance",7.6,192187,93075866.0,lines,feel,well,acting,helpful
968,969,National Lampoon's Christmas Vacation,1989,Comedy,7.6,148869,72705146.0,christmas,festive,clark,ritual,part
969,970,The Little Mermaid,1989,"Animation, Family, Fantasy",7.6,233657,111543479.0,great,mermaid,helpful,disney,animated
970,971,The Naked Gun: From the Files of Police Squad!,1988,"Comedy, Crime",7.6,149969,78756177.0,films,naked,even,humor,much
971,972,Dangerous Liaisons,1988,"Drama, Romance",7.6,63741,34670720.0,story,valmont,known,laclos,liaisons
972,973,"Planes, Trains and Automobiles",1987,"Comedy, Drama",7.6,120182,49530280.0,together,john,must,helpful,sure
973,974,Lethal Weapon,1987,"Action, Crime, Thriller",7.6,233505,65207127.0,riggs,roger,murtaugh,together,like
974,975,The Fly,1986,"Drama, Horror",7.6,157051,40456565.0,makeup,love,jeff,goldblum,horror
975,976,Indiana Jones and the Temple of Doom,1984,"Action, Adventure",7.6,441450,179870271.0,good,first,helpful,huge,shoes
976,977,Blood Simple,1984,"Crime, Drama, Thriller",7.6,86162,3851855.0,characters,films,think,slasher,completely
977,978,The Secret of NIMH,1982,"Adventure, Animation, Drama",7.6,35717,14665733.0,animation,bluth,greatest,brisby,story
978,979,On Golden Pond,1981,Drama,7.6,27205,119285432.0,norman,fonda,pond,hollywood,actors
979,980,The Road Warrior,1981,"Action, Adventure",7.6,164448,23667907.0,road,warrior,action,best,love
980,981,The Warriors,1979,"Action, Crime, Thriller",7.6,92466,22490039.0,flick,theater,spartan,warriors,first
981,982,The Muppet Movie,1979,"Adventure, Comedy, Family",7.6,32163,65810475.0,ending,perfect,journey,tale,usually
982,983,Escape from Alcatraz,1979,"Action, Biography, Crime",7.6,118707,43000000.0,siegel,eastwood,alcatraz,morris,yard
983,984,Watership Down,1978,"Adventure, Animation, Drama",7.6,33231,,rabbits,searching,little,kids,excellent
984,985,Midnight Express,1978,"Biography, Crime, Drama",7.6,72628,35000000.0,turkish,people,billy,like,helpful
985,986,Close Encounters of the Third Kind,1977,Drama,7.6,181937,135189114.0,sense,life,something,wonder,ordinary
986,987,Robin Hood,1973,"Adventure, Animation, Comedy",7.6,113671,,robin,john,prince,hood,little
987,988,The Long Goodbye,1973,"Comedy, Crime, Drama",7.6,25570,,altman,marlowe,chandler,hollywood,gould
988,989,Duck You Sucker,1971,"Drama, War, Western",7.6,29593,,real,lots,time,story,helpful
989,990,Kelly's Heroes,1970,"Adventure, Comedy, War",7.6,44624,5200000.0,kelly,heroes,german,time,part
990,991,The Jungle Book,1967,"Adventure, Animation, Family",7.6,163621,141843612.0,http,every,favorite,wwwimdbcomlistls,disney
991,992,Blow-Up,1966,"Drama, Mystery, Thriller",7.6,55487,,thomas,antonioni,blowup,fashion,reality
992,993,A Hard Day's Night,1964,"Comedy, Music, Musical",7.6,39724,1480356.0,beatles,must,lack,achieved,criticize
993,994,Contempt,1963,"Drama, Romance",7.6,28300,903986.0,paul,prokosh,wife,camille,picoli
994,995,Breakfast at Tiffany's,1961,"Comedy, Drama, Romance",7.6,164155,,audrey,love,hepburn,capote,helpful
995,996,Giant,1956,"Drama, Western",7.6,33502,32855818.0,texas,giant,remembered,james,dean
996,997,From Here to Eternity,1953,"Drama, Romance, War",7.6,42691,36416.0,eternity,lancaster,kerr,clift,example
997,998,Lifeboat,1944,"Drama, War",7.6,26077,,lifeboat,nazi,characters,boat,people
998,999,Snow White and the Seven Dwarfs,1937,"Animation, Family, Fantasy",7.6,178551,184925486.0,snow,white,disney,great,would
999,1000,The 39 Steps,1935,"Mystery, Thriller",7.6,50948,,poetry,matters,donat,carroll,helpful
